gene_id	go_id	Evidence	Ontology
CALMACT00000008176	GO:0004222	IEA	MF
CALMACT00000008176	GO:0006508	IEA	BP
CALMACT00000008176	GO:0004222	IEA	MF
CALMACT00000008176	GO:0006508	IEA	BP
CALMACT00000008176	GO:0008270	IEA	MF
CALMACT00000008176	GO:0004222	IEA	MF
CALMACT00000008176	GO:0008270	IEA	MF
CALMACT00000008176	GO:0004222	IEA	MF
CALMACT00000008176	GO:0031012	IEA	CC
CALMACT00000021441	GO:0003824	IEA	MF
CALMACT00000021441	GO:0009116	IEA	BP
CALMACT00000016870	GO:0006464	IEA	BP
CALMACT00000006072	GO:0000166	IEA	MF
CALMACT00000006072	GO:0000166	IEA	MF
CALMACT00000006072	GO:0046872	IEA	MF
CALMACT00000006072	GO:0004222	IEA	MF
CALMACT00000006072	GO:0006508	IEA	BP
CALMACT00000006072	GO:0006508	IEA	BP
CALMACT00000009827	GO:0006914	IEA	BP
CALMACT00000034479	GO:0005509	IEA	MF
CALMACT00000034479	GO:0005515	IEA	MF
CALMACT00000019093	GO:0004984	IEA	MF
CALMACT00000019093	GO:0005549	IEA	MF
CALMACT00000019093	GO:0007608	IEA	BP
CALMACT00000019093	GO:0016020	IEA	CC
CALMACT00000004111	GO:0003824	IEA	MF
CALMACT00000004111	GO:0008152	IEA	BP
CALMACT00000004111	GO:0004334	IEA	MF
CALMACT00000004111	GO:0009072	IEA	BP
CALMACT00000019280	GO:0004674	IEA	MF
CALMACT00000019280	GO:0005524	IEA	MF
CALMACT00000019280	GO:0006468	IEA	BP
CALMACT00000019280	GO:0016772	IEA	MF
CALMACT00000012448	GO:0004057	IEA	MF
CALMACT00000012448	GO:0016598	IEA	BP
CALMACT00000011588	GO:0004984	IEA	MF
CALMACT00000011588	GO:0005549	IEA	MF
CALMACT00000011588	GO:0007608	IEA	BP
CALMACT00000011588	GO:0016020	IEA	CC
CALMACT00000023221	GO:0005515	IEA	MF
CALMACT00000023221	GO:0005634	IEA	CC
CALMACT00000023221	GO:0006511	IEA	BP
CALMACT00000023221	GO:0007275	IEA	BP
CALMACT00000004233	GO:0005869	IEA	CC
CALMACT00000004233	GO:0016209	IEA	MF
CALMACT00000004233	GO:0016491	IEA	MF
CALMACT00000004233	GO:0055114	IEA	BP
CALMACT00000012211	GO:0003676	IEA	MF
CALMACT00000012211	GO:0005524	IEA	MF
CALMACT00000022083	GO:0004672	IEA	MF
CALMACT00000022083	GO:0005524	IEA	MF
CALMACT00000022083	GO:0006468	IEA	BP
CALMACT00000022083	GO:0004674	IEA	MF
CALMACT00000022083	GO:0005524	IEA	MF
CALMACT00000022083	GO:0006468	IEA	BP
CALMACT00000022083	GO:0016772	IEA	MF
CALMACT00000022083	GO:0035556	IEA	BP
CALMACT00000020108	GO:0008152	IEA	BP
CALMACT00000020108	GO:0016787	IEA	MF
CALMACT00000020108	GO:0008203	IEA	BP
CALMACT00000020108	GO:0016042	IEA	BP
CALMACT00000020108	GO:0016298	IEA	MF
CALMACT00000008365	GO:0005515	IEA	MF
CALMACT00000023368	GO:0003774	IEA	MF
CALMACT00000023368	GO:0005524	IEA	MF
CALMACT00000023368	GO:0016459	IEA	CC
CALMACT00000023368	GO:0005515	IEA	MF
CALMACT00000002617	GO:0003824	IEA	MF
CALMACT00000002617	GO:0008152	IEA	BP
CALMACT00000025647	GO:0003723	IEA	MF
CALMACT00000025647	GO:0004525	IEA	MF
CALMACT00000025647	GO:0006396	IEA	BP
CALMACT00000034416	GO:0004672	IEA	MF
CALMACT00000034416	GO:0006468	IEA	BP
CALMACT00000034416	GO:0005515	IEA	MF
CALMACT00000034416	GO:0008270	IEA	MF
CALMACT00000034416	GO:0016772	IEA	MF
CALMACT00000034845	GO:0003677	IEA	MF
CALMACT00000034845	GO:0003677	IEA	MF
CALMACT00000034845	GO:0005634	IEA	CC
CALMACT00000034845	GO:0005515	IEA	MF
CALMACT00000034845	GO:0005634	IEA	CC
CALMACT00000034845	GO:0008270	IEA	MF
CALMACT00000034845	GO:0018024	IEA	MF
CALMACT00000034845	GO:0034968	IEA	BP
CALMACT00000007433	GO:0016021	IEA	CC
CALMACT00000002417	GO:0005515	IEA	MF
CALMACT00000002417	GO:0005634	IEA	CC
CALMACT00000002417	GO:0051028	IEA	BP
CALMACT00000004698	GO:0005319	IEA	MF
CALMACT00000004698	GO:0006869	IEA	BP
CALMACT00000029445	GO:0006904	IEA	BP
CALMACT00000029445	GO:0016192	IEA	BP
CALMACT00000030792	GO:0003676	IEA	MF
CALMACT00000011475	GO:0000276	IEA	CC
CALMACT00000011475	GO:0015078	IEA	MF
CALMACT00000011475	GO:0015986	IEA	BP
CALMACT00000020675	GO:0005506	IEA	MF
CALMACT00000020675	GO:0016705	IEA	MF
CALMACT00000020675	GO:0020037	IEA	MF
CALMACT00000020675	GO:0055114	IEA	BP
CALMACT00000004416	GO:0005525	IEA	MF
CALMACT00000004416	GO:0007264	IEA	BP
CALMACT00000003198	GO:0004984	IEA	MF
CALMACT00000003198	GO:0005549	IEA	MF
CALMACT00000003198	GO:0007608	IEA	BP
CALMACT00000003198	GO:0016020	IEA	CC
CALMACT00000017563	GO:0003676	IEA	MF
CALMACT00000031288	GO:0003676	IEA	MF
CALMACT00000031288	GO:0005524	IEA	MF
CALMACT00000017990	GO:0003677	IEA	MF
CALMACT00000023998	GO:0003824	IEA	MF
CALMACT00000023998	GO:0004497	IEA	MF
CALMACT00000023998	GO:0005507	IEA	MF
CALMACT00000023998	GO:0016715	IEA	MF
CALMACT00000023998	GO:0055114	IEA	BP
CALMACT00000008311	GO:0003676	IEA	MF
CALMACT00000030777	GO:0003697	IEA	MF
CALMACT00000006790	GO:0005515	IEA	MF
CALMACT00000004777	GO:0005506	IEA	MF
CALMACT00000004777	GO:0006633	IEA	BP
CALMACT00000004777	GO:0016491	IEA	MF
CALMACT00000004777	GO:0055114	IEA	BP
CALMACT00000034585	GO:0003777	IEA	MF
CALMACT00000034585	GO:0005524	IEA	MF
CALMACT00000034585	GO:0007018	IEA	BP
CALMACT00000034585	GO:0008017	IEA	MF
CALMACT00000006256	GO:0005515	IEA	MF
CALMACT00000006256	GO:0005622	IEA	CC
CALMACT00000006256	GO:0008270	IEA	MF
CALMACT00000001744	GO:0038032	IEA	BP
CALMACT00000023425	GO:0008440	IEA	MF
CALMACT00000015004	GO:0016021	IEA	CC
CALMACT00000015004	GO:0022857	IEA	MF
CALMACT00000015004	GO:0055085	IEA	BP
CALMACT00000016312	GO:0008152	IEA	BP
CALMACT00000016312	GO:0016758	IEA	MF
CALMACT00000026260	GO:0003676	IEA	MF
CALMACT00000026260	GO:0046983	IEA	MF
CALMACT00000023431	GO:0001522	IEA	BP
CALMACT00000023431	GO:0003723	IEA	MF
CALMACT00000023431	GO:0009451	IEA	BP
CALMACT00000023431	GO:0009982	IEA	MF
CALMACT00000025443	GO:0005509	IEA	MF
CALMACT00000004999	GO:0000276	IEA	CC
CALMACT00000004999	GO:0015078	IEA	MF
CALMACT00000004999	GO:0015986	IEA	BP
CALMACT00000016176	GO:0006511	IEA	BP
CALMACT00000016176	GO:0031461	IEA	CC
CALMACT00000016176	GO:0031625	IEA	MF
CALMACT00000004147	GO:0003676	IEA	MF
CALMACT00000004147	GO:0003676	IEA	MF
CALMACT00000004147	GO:0004523	IEA	MF
CALMACT00000030055	GO:0005634	IEA	CC
CALMACT00000030055	GO:0045892	IEA	BP
CALMACT00000033486	GO:0005622	IEA	CC
CALMACT00000033486	GO:0006810	IEA	BP
CALMACT00000008320	GO:0003676	IEA	MF
CALMACT00000008320	GO:0006351	IEA	BP
CALMACT00000008320	GO:0008270	IEA	MF
CALMACT00000008320	GO:0003677	IEA	MF
CALMACT00000008320	GO:0003899	IEA	MF
CALMACT00000008320	GO:0006351	IEA	BP
CALMACT00000008320	GO:0003899	IEA	MF
CALMACT00000008320	GO:0006351	IEA	BP
CALMACT00000008320	GO:0008270	IEA	MF
CALMACT00000032385	GO:0005737	IEA	CC
CALMACT00000032385	GO:0006479	IEA	BP
CALMACT00000032385	GO:0008276	IEA	MF
CALMACT00000032349	GO:0005057	IEA	MF
CALMACT00000032349	GO:0007165	IEA	BP
CALMACT00000032349	GO:0005089	IEA	MF
CALMACT00000032349	GO:0035023	IEA	BP
CALMACT00000032349	GO:0005515	IEA	MF
CALMACT00000030515	GO:0004553	IEA	MF
CALMACT00000030515	GO:0005975	IEA	BP
CALMACT00000023504	GO:0016021	IEA	CC
CALMACT00000023504	GO:0022857	IEA	MF
CALMACT00000023504	GO:0055085	IEA	BP
CALMACT00000031923	GO:0006470	IEA	BP
CALMACT00000031923	GO:0008138	IEA	MF
CALMACT00000024409	GO:0004175	IEA	MF
CALMACT00000024409	GO:0006511	IEA	BP
CALMACT00000024409	GO:0019773	IEA	CC
CALMACT00000024409	GO:0004298	IEA	MF
CALMACT00000024409	GO:0005839	IEA	CC
CALMACT00000024409	GO:0051603	IEA	BP
CALMACT00000008653	GO:0003779	IEA	MF
CALMACT00000008653	GO:0005543	IEA	MF
CALMACT00000005448	GO:0005097	IEA	MF
CALMACT00000016885	GO:0006508	IEA	BP
CALMACT00000016885	GO:0008236	IEA	MF
CALMACT00000030287	GO:0003677	IEA	MF
CALMACT00000030287	GO:0046982	IEA	MF
CALMACT00000004059	GO:0004222	IEA	MF
CALMACT00000004059	GO:0005509	IEA	MF
CALMACT00000004059	GO:0006508	IEA	BP
CALMACT00000004059	GO:0008270	IEA	MF
CALMACT00000004059	GO:0004222	IEA	MF
CALMACT00000004059	GO:0006508	IEA	BP
CALMACT00000004059	GO:0008270	IEA	MF
CALMACT00000004059	GO:0031012	IEA	CC
CALMACT00000026876	GO:0003952	IEA	MF
CALMACT00000026876	GO:0005524	IEA	MF
CALMACT00000026876	GO:0009435	IEA	BP
CALMACT00000026876	GO:0006807	IEA	BP
CALMACT00000026876	GO:0016810	IEA	MF
CALMACT00000013511	GO:0003824	IEA	MF
CALMACT00000013511	GO:0005975	IEA	BP
CALMACT00000013511	GO:0003824	IEA	MF
CALMACT00000013511	GO:0005975	IEA	BP
CALMACT00000013511	GO:0030246	IEA	MF
CALMACT00000013511	GO:0004553	IEA	MF
CALMACT00000013511	GO:0008270	IEA	MF
CALMACT00000013511	GO:0004559	IEA	MF
CALMACT00000013511	GO:0005975	IEA	BP
CALMACT00000013511	GO:0006013	IEA	BP
CALMACT00000013511	GO:0015923	IEA	MF
CALMACT00000034791	GO:0003677	IEA	MF
CALMACT00000004804	GO:0005506	IEA	MF
CALMACT00000004804	GO:0016705	IEA	MF
CALMACT00000004804	GO:0020037	IEA	MF
CALMACT00000004804	GO:0055114	IEA	BP
CALMACT00000001508	GO:0004672	IEA	MF
CALMACT00000001508	GO:0005524	IEA	MF
CALMACT00000001508	GO:0006468	IEA	BP
CALMACT00000001508	GO:0016772	IEA	MF
CALMACT00000010305	GO:0004190	IEA	MF
CALMACT00000010305	GO:0016021	IEA	CC
CALMACT00000029066	GO:0005634	IEA	CC
CALMACT00000029066	GO:0006281	IEA	BP
CALMACT00000021615	GO:0005198	IEA	MF
CALMACT00000021615	GO:0006886	IEA	BP
CALMACT00000021615	GO:0016192	IEA	BP
CALMACT00000021615	GO:0030130	IEA	CC
CALMACT00000021615	GO:0030132	IEA	CC
CALMACT00000006357	GO:0005158	IEA	MF
CALMACT00000004237	GO:0005515	IEA	MF
CALMACT00000014910	GO:0005634	IEA	CC
CALMACT00000014910	GO:0006334	IEA	BP
CALMACT00000030369	GO:0005634	IEA	CC
CALMACT00000030369	GO:0043565	IEA	MF
CALMACT00000027058	GO:0003824	IEA	MF
CALMACT00000027058	GO:0004252	IEA	MF
CALMACT00000027058	GO:0006508	IEA	BP
CALMACT00000006997	GO:0005515	IEA	MF
CALMACT00000023936	GO:0004930	IEA	MF
CALMACT00000023936	GO:0007186	IEA	BP
CALMACT00000023936	GO:0016021	IEA	CC
CALMACT00000001960	GO:0005515	IEA	MF
CALMACT00000001960	GO:0008270	IEA	MF
CALMACT00000007692	GO:0005216	IEA	MF
CALMACT00000007692	GO:0006811	IEA	BP
CALMACT00000007692	GO:0016020	IEA	CC
CALMACT00000007692	GO:0055085	IEA	BP
CALMACT00000021741	GO:0003735	IEA	MF
CALMACT00000021741	GO:0005622	IEA	CC
CALMACT00000021741	GO:0005840	IEA	CC
CALMACT00000021741	GO:0006412	IEA	BP
CALMACT00000025000	GO:0008270	IEA	MF
CALMACT00000027071	GO:0015631	IEA	MF
CALMACT00000009690	GO:0046872	IEA	MF
CALMACT00000005277	GO:0005089	IEA	MF
CALMACT00000005277	GO:0035023	IEA	BP
CALMACT00000005277	GO:0005515	IEA	MF
CALMACT00000020201	GO:0003677	IEA	MF
CALMACT00000020201	GO:0004527	IEA	MF
CALMACT00000005651	GO:0000166	IEA	MF
CALMACT00000005651	GO:0004812	IEA	MF
CALMACT00000005651	GO:0005524	IEA	MF
CALMACT00000005651	GO:0006418	IEA	BP
CALMACT00000005651	GO:0004812	IEA	MF
CALMACT00000005651	GO:0005524	IEA	MF
CALMACT00000005651	GO:0006418	IEA	BP
CALMACT00000018841	GO:0003676	IEA	MF
CALMACT00000018841	GO:0003887	IEA	MF
CALMACT00000006678	GO:0003824	IEA	MF
CALMACT00000006678	GO:0008152	IEA	BP
CALMACT00000006678	GO:0008152	IEA	BP
CALMACT00000006678	GO:0008484	IEA	MF
CALMACT00000010532	GO:0042302	IEA	MF
CALMACT00000018593	GO:0016021	IEA	CC
CALMACT00000018593	GO:0016485	IEA	BP
CALMACT00000018593	GO:0043085	IEA	BP
CALMACT00000023942	GO:0003700	IEA	MF
CALMACT00000023942	GO:0006355	IEA	BP
CALMACT00000023942	GO:0043565	IEA	MF
CALMACT00000029261	GO:0004672	IEA	MF
CALMACT00000029261	GO:0005524	IEA	MF
CALMACT00000029261	GO:0006468	IEA	BP
CALMACT00000029261	GO:0004683	IEA	MF
CALMACT00000029261	GO:0005516	IEA	MF
CALMACT00000029261	GO:0006468	IEA	BP
CALMACT00000029261	GO:0016772	IEA	MF
CALMACT00000020783	GO:0005634	IEA	CC
CALMACT00000020783	GO:0008270	IEA	MF
CALMACT00000020783	GO:0046872	IEA	MF
CALMACT00000018571	GO:0005328	IEA	MF
CALMACT00000018571	GO:0006836	IEA	BP
CALMACT00000018571	GO:0016021	IEA	CC
CALMACT00000027645	GO:0000077	IEA	BP
CALMACT00000027645	GO:0005730	IEA	CC
CALMACT00000027645	GO:0006281	IEA	BP
CALMACT00000027645	GO:0030896	IEA	CC
CALMACT00000027645	GO:0000077	IEA	BP
CALMACT00000027645	GO:0006281	IEA	BP
CALMACT00000027645	GO:0030896	IEA	CC
CALMACT00000009027	GO:0016021	IEA	CC
CALMACT00000009027	GO:0022857	IEA	MF
CALMACT00000009027	GO:0055085	IEA	BP
CALMACT00000026523	GO:0000030	IEA	MF
CALMACT00000026523	GO:0006493	IEA	BP
CALMACT00000026523	GO:0016020	IEA	CC
CALMACT00000026523	GO:0016020	IEA	CC
CALMACT00000035032	GO:0006629	IEA	BP
CALMACT00000021282	GO:0003735	IEA	MF
CALMACT00000021282	GO:0005622	IEA	CC
CALMACT00000021282	GO:0005840	IEA	CC
CALMACT00000021282	GO:0006412	IEA	BP
CALMACT00000000118	GO:0005515	IEA	MF
CALMACT00000021281	GO:0003677	IEA	MF
CALMACT00000023634	GO:0003700	IEA	MF
CALMACT00000023634	GO:0006355	IEA	BP
CALMACT00000023634	GO:0043565	IEA	MF
CALMACT00000023634	GO:0005634	IEA	CC
CALMACT00000023634	GO:0043565	IEA	MF
CALMACT00000031608	GO:0003924	IEA	MF
CALMACT00000031608	GO:0005525	IEA	MF
CALMACT00000034719	GO:0003677	IEA	MF
CALMACT00000027658	GO:0005506	IEA	MF
CALMACT00000027658	GO:0016705	IEA	MF
CALMACT00000027658	GO:0020037	IEA	MF
CALMACT00000027658	GO:0055114	IEA	BP
CALMACT00000004461	GO:0003824	IEA	MF
CALMACT00000004461	GO:0051536	IEA	MF
CALMACT00000003109	GO:0005634	IEA	CC
CALMACT00000026780	GO:0005515	IEA	MF
CALMACT00000029849	GO:0005506	IEA	MF
CALMACT00000029849	GO:0016705	IEA	MF
CALMACT00000029849	GO:0020037	IEA	MF
CALMACT00000029849	GO:0055114	IEA	BP
CALMACT00000030079	GO:0042302	IEA	MF
CALMACT00000028967	GO:0042302	IEA	MF
CALMACT00000028110	GO:0005515	IEA	MF
CALMACT00000000970	GO:0006464	IEA	BP
CALMACT00000000970	GO:0015031	IEA	BP
CALMACT00000001468	GO:0005515	IEA	MF
CALMACT00000001468	GO:0005737	IEA	CC
CALMACT00000028634	GO:0016021	IEA	CC
CALMACT00000028634	GO:0050909	IEA	BP
CALMACT00000002772	GO:0004672	IEA	MF
CALMACT00000002772	GO:0005524	IEA	MF
CALMACT00000002772	GO:0006468	IEA	BP
CALMACT00000002772	GO:0016772	IEA	MF
CALMACT00000016592	GO:0046872	IEA	MF
CALMACT00000022137	GO:0004359	IEA	MF
CALMACT00000022137	GO:0006541	IEA	BP
CALMACT00000031255	GO:0042302	IEA	MF
CALMACT00000000978	GO:0016787	IEA	MF
CALMACT00000029779	GO:0005488	IEA	MF
CALMACT00000023301	GO:0008152	IEA	BP
CALMACT00000023301	GO:0016746	IEA	MF
CALMACT00000017813	GO:0003777	IEA	MF
CALMACT00000017813	GO:0007018	IEA	BP
CALMACT00000017813	GO:0030286	IEA	CC
CALMACT00000001843	GO:0005515	IEA	MF
CALMACT00000016406	GO:0003723	IEA	MF
CALMACT00000033260	GO:0005515	IEA	MF
CALMACT00000029617	GO:0000154	IEA	BP
CALMACT00000029617	GO:0000179	IEA	MF
CALMACT00000029617	GO:0008649	IEA	MF
CALMACT00000031931	GO:0005215	IEA	MF
CALMACT00000031931	GO:0006810	IEA	BP
CALMACT00000031931	GO:0016020	IEA	CC
CALMACT00000027556	GO:0009055	IEA	MF
CALMACT00000027556	GO:0051536	IEA	MF
CALMACT00000027556	GO:0051536	IEA	MF
CALMACT00000012361	GO:0004984	IEA	MF
CALMACT00000012361	GO:0005549	IEA	MF
CALMACT00000012361	GO:0007608	IEA	BP
CALMACT00000012361	GO:0016020	IEA	CC
CALMACT00000009648	GO:0005515	IEA	MF
CALMACT00000009648	GO:0035556	IEA	BP
CALMACT00000007438	GO:0016021	IEA	CC
CALMACT00000023614	GO:0008152	IEA	BP
CALMACT00000023614	GO:0008168	IEA	MF
CALMACT00000027632	GO:0003676	IEA	MF
CALMACT00000021687	GO:0003700	IEA	MF
CALMACT00000021687	GO:0006355	IEA	BP
CALMACT00000021687	GO:0043565	IEA	MF
CALMACT00000023115	GO:0003777	IEA	MF
CALMACT00000023115	GO:0005524	IEA	MF
CALMACT00000023115	GO:0007018	IEA	BP
CALMACT00000023115	GO:0008017	IEA	MF
CALMACT00000004481	GO:0006486	IEA	BP
CALMACT00000004481	GO:0008417	IEA	MF
CALMACT00000004481	GO:0016020	IEA	CC
CALMACT00000019994	GO:0006508	IEA	BP
CALMACT00000019994	GO:0016805	IEA	MF
CALMACT00000020183	GO:0015095	IEA	MF
CALMACT00000020183	GO:0015693	IEA	BP
CALMACT00000020183	GO:0016020	IEA	CC
CALMACT00000004926	GO:0005525	IEA	MF
CALMACT00000004926	GO:0007264	IEA	BP
CALMACT00000006204	GO:0016874	IEA	MF
CALMACT00000010907	GO:0003824	IEA	MF
CALMACT00000027099	GO:0007165	IEA	BP
CALMACT00000014991	GO:0005515	IEA	MF
CALMACT00000019607	GO:0005089	IEA	MF
CALMACT00000019607	GO:0035023	IEA	BP
CALMACT00000024414	GO:0004616	IEA	MF
CALMACT00000024414	GO:0006098	IEA	BP
CALMACT00000024414	GO:0055114	IEA	BP
CALMACT00000024414	GO:0016491	IEA	MF
CALMACT00000024414	GO:0055114	IEA	BP
CALMACT00000024414	GO:0051287	IEA	MF
CALMACT00000024414	GO:0055114	IEA	BP
CALMACT00000033649	GO:0005515	IEA	MF
CALMACT00000028389	GO:0003824	IEA	MF
CALMACT00000028389	GO:0004252	IEA	MF
CALMACT00000028389	GO:0006508	IEA	BP
CALMACT00000030707	GO:0016021	IEA	CC
CALMACT00000032463	GO:0005215	IEA	MF
CALMACT00000032463	GO:0006810	IEA	BP
CALMACT00000032463	GO:0006820	IEA	BP
CALMACT00000032463	GO:0008509	IEA	MF
CALMACT00000032463	GO:0016021	IEA	CC
CALMACT00000032463	GO:0006820	IEA	BP
CALMACT00000032463	GO:0016021	IEA	CC
CALMACT00000027775	GO:0016021	IEA	CC
CALMACT00000027775	GO:0050909	IEA	BP
CALMACT00000033086	GO:0003774	IEA	MF
CALMACT00000033086	GO:0005524	IEA	MF
CALMACT00000033086	GO:0016459	IEA	CC
CALMACT00000013682	GO:0008152	IEA	BP
CALMACT00000013682	GO:0016491	IEA	MF
CALMACT00000028770	GO:0008083	IEA	MF
CALMACT00000028770	GO:0016020	IEA	CC
CALMACT00000003546	GO:0004930	IEA	MF
CALMACT00000003546	GO:0007186	IEA	BP
CALMACT00000003546	GO:0016021	IEA	CC
CALMACT00000015053	GO:0046872	IEA	MF
CALMACT00000026800	GO:0008080	IEA	MF
CALMACT00000024157	GO:0004672	IEA	MF
CALMACT00000024157	GO:0005524	IEA	MF
CALMACT00000024157	GO:0006468	IEA	BP
CALMACT00000024157	GO:0016772	IEA	MF
CALMACT00000015193	GO:0005215	IEA	MF
CALMACT00000015193	GO:0006810	IEA	BP
CALMACT00000015193	GO:0016020	IEA	CC
CALMACT00000030547	GO:0003723	IEA	MF
CALMACT00000000312	GO:0004514	IEA	MF
CALMACT00000000312	GO:0009435	IEA	BP
CALMACT00000007694	GO:0004930	IEA	MF
CALMACT00000007694	GO:0007186	IEA	BP
CALMACT00000007694	GO:0016021	IEA	CC
CALMACT00000022077	GO:0003723	IEA	MF
CALMACT00000022077	GO:0006396	IEA	BP
CALMACT00000022077	GO:0008173	IEA	MF
CALMACT00000022077	GO:0008168	IEA	MF
CALMACT00000004213	GO:0016747	IEA	MF
CALMACT00000029784	GO:0008152	IEA	BP
CALMACT00000029784	GO:0016491	IEA	MF
CALMACT00000017478	GO:0000413	IEA	BP
CALMACT00000017478	GO:0003755	IEA	MF
CALMACT00000017478	GO:0006457	IEA	BP
CALMACT00000009818	GO:0003676	IEA	MF
CALMACT00000009818	GO:0003677	IEA	MF
CALMACT00000029718	GO:0003677	IEA	MF
CALMACT00000012795	GO:0004843	IEA	MF
CALMACT00000012795	GO:0005509	IEA	MF
CALMACT00000011578	GO:0005506	IEA	MF
CALMACT00000011578	GO:0016705	IEA	MF
CALMACT00000011578	GO:0020037	IEA	MF
CALMACT00000011578	GO:0055114	IEA	BP
CALMACT00000013079	GO:0005515	IEA	MF
CALMACT00000013079	GO:0016020	IEA	CC
CALMACT00000013079	GO:0016192	IEA	BP
CALMACT00000015362	GO:0005488	IEA	MF
CALMACT00000015126	GO:0005515	IEA	MF
CALMACT00000015126	GO:0016020	IEA	CC
CALMACT00000012792	GO:0005044	IEA	MF
CALMACT00000012792	GO:0006955	IEA	BP
CALMACT00000012792	GO:0030247	IEA	MF
CALMACT00000012792	GO:0016020	IEA	CC
CALMACT00000016998	GO:0016021	IEA	CC
CALMACT00000002525	GO:0000271	IEA	BP
CALMACT00000002525	GO:0016020	IEA	CC
CALMACT00000002525	GO:0008417	IEA	MF
CALMACT00000002525	GO:0009246	IEA	BP
CALMACT00000002525	GO:0009276	IEA	CC
CALMACT00000002525	GO:0016021	IEA	CC
CALMACT00000010233	GO:0003676	IEA	MF
CALMACT00000014771	GO:0003676	IEA	MF
CALMACT00000002953	GO:0016020	IEA	CC
CALMACT00000018278	GO:0016020	IEA	CC
CALMACT00000010221	GO:0005102	IEA	MF
CALMACT00000010221	GO:0005576	IEA	CC
CALMACT00000010221	GO:0007275	IEA	BP
CALMACT00000010221	GO:0016055	IEA	BP
CALMACT00000025499	GO:0008080	IEA	MF
CALMACT00000013058	GO:0003676	IEA	MF
CALMACT00000013058	GO:0016787	IEA	MF
CALMACT00000013058	GO:0046872	IEA	MF
CALMACT00000030753	GO:0005488	IEA	MF
CALMACT00000002484	GO:0016772	IEA	MF
CALMACT00000025091	GO:0005622	IEA	CC
CALMACT00000025091	GO:0007165	IEA	BP
CALMACT00000025091	GO:0007165	IEA	BP
CALMACT00000006227	GO:0003676	IEA	MF
CALMACT00000023819	GO:0015078	IEA	MF
CALMACT00000023819	GO:0015991	IEA	BP
CALMACT00000023819	GO:0033180	IEA	CC
CALMACT00000011557	GO:0006508	IEA	BP
CALMACT00000011557	GO:0008236	IEA	MF
CALMACT00000002952	GO:0003676	IEA	MF
CALMACT00000002952	GO:0005524	IEA	MF
CALMACT00000002952	GO:0005634	IEA	CC
CALMACT00000002952	GO:0006338	IEA	BP
CALMACT00000002952	GO:0016818	IEA	MF
CALMACT00000002952	GO:0003677	IEA	MF
CALMACT00000002952	GO:0003677	IEA	MF
CALMACT00000002952	GO:0005524	IEA	MF
CALMACT00000002952	GO:0016817	IEA	MF
CALMACT00000002952	GO:0031491	IEA	MF
CALMACT00000002952	GO:0043044	IEA	BP
CALMACT00000013699	GO:0003824	IEA	MF
CALMACT00000013699	GO:0005975	IEA	BP
CALMACT00000013699	GO:0030246	IEA	MF
CALMACT00000013699	GO:0005975	IEA	BP
CALMACT00000013699	GO:0016853	IEA	MF
CALMACT00000013699	GO:0016853	IEA	MF
CALMACT00000013699	GO:0019318	IEA	BP
CALMACT00000014933	GO:0005488	IEA	MF
CALMACT00000014933	GO:0005515	IEA	MF
CALMACT00000025940	GO:0003677	IEA	MF
CALMACT00000025940	GO:0046982	IEA	MF
CALMACT00000029444	GO:0046872	IEA	MF
CALMACT00000011125	GO:0006508	IEA	BP
CALMACT00000011125	GO:0008234	IEA	MF
CALMACT00000024670	GO:0004984	IEA	MF
CALMACT00000024670	GO:0005549	IEA	MF
CALMACT00000024670	GO:0007608	IEA	BP
CALMACT00000024670	GO:0016020	IEA	CC
CALMACT00000011242	GO:0004672	IEA	MF
CALMACT00000011242	GO:0005524	IEA	MF
CALMACT00000011242	GO:0006468	IEA	BP
CALMACT00000011242	GO:0016772	IEA	MF
CALMACT00000003737	GO:0005509	IEA	MF
CALMACT00000003737	GO:0007156	IEA	BP
CALMACT00000003737	GO:0016020	IEA	CC
CALMACT00000003737	GO:0005509	IEA	MF
CALMACT00000003737	GO:0016020	IEA	CC
CALMACT00000022394	GO:0004553	IEA	MF
CALMACT00000022394	GO:0005975	IEA	BP
CALMACT00000009991	GO:0005509	IEA	MF
CALMACT00000009991	GO:0005515	IEA	MF
CALMACT00000009991	GO:0007155	IEA	BP
CALMACT00000009991	GO:0030246	IEA	MF
CALMACT00000003112	GO:0007155	IEA	BP
CALMACT00000003112	GO:0016020	IEA	CC
CALMACT00000025133	GO:0006812	IEA	BP
CALMACT00000025133	GO:0015299	IEA	MF
CALMACT00000025133	GO:0016021	IEA	CC
CALMACT00000025133	GO:0055085	IEA	BP
CALMACT00000017850	GO:0005515	IEA	MF
CALMACT00000020161	GO:0009055	IEA	MF
CALMACT00000020161	GO:0016020	IEA	CC
CALMACT00000020161	GO:0016491	IEA	MF
CALMACT00000020161	GO:0016020	IEA	CC
CALMACT00000020161	GO:0022904	IEA	BP
CALMACT00000002628	GO:0008270	IEA	MF
CALMACT00000014124	GO:0005525	IEA	MF
CALMACT00000009168	GO:0043231	IEA	CC
CALMACT00000009168	GO:0051537	IEA	MF
CALMACT00000025923	GO:0005515	IEA	MF
CALMACT00000016222	GO:0005488	IEA	MF
CALMACT00000031815	GO:0004326	IEA	MF
CALMACT00000031815	GO:0005524	IEA	MF
CALMACT00000031815	GO:0009396	IEA	BP
CALMACT00000031815	GO:0005524	IEA	MF
CALMACT00000031815	GO:0009058	IEA	BP
